Area,Price_RM,Size_SQFT,Bedrooms,Bathrooms,Property_Type,Source,Area_clean
Other,760000,2618.0,4.0,3.0,Terrace House,Kaggle,Other
Other,600000,936.0,2.0,2.0,Condominium,Kaggle,Other
Permas Jaya,960000,2173.0,3.0,3.0,Terrace House,Kaggle,Permas Jaya
Other,358000,1540.0,2.0,2.0,Low-Cost House,Kaggle,Other
Bukit Indah,265000,732.0,3.0,2.0,Flat,Kaggle,Bukit Indah
Johor Bahru,270000,912.0,3.0,2.0,Flat,Kaggle,Johor Bahru
Other,1700000,3297.0,5.0,7.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,898000,1760.0,4.0,3.0,Terrace House,Kaggle,Other
Other,699000,1400.0,4.0,3.0,Terrace House,Kaggle,Other
Kulai,788000,2400.0,4.0,3.0,Terrace House,Kaggle,Kulai
Skudai,750000,1540.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Skudai
Other,358000,850.0,3.0,2.0,Condominium,Kaggle,Other
Other,460000,1324.0,3.0,2.0,Terrace House,Kaggle,Other
Other,968000,1650.0,5.0,4.0,Terrace House,Kaggle,Other
Other,1390000,2240.0,6.0,6.0,Cluster House,Kaggle,Other
Other,498000,1400.0,4.0,3.0,Terrace House,Kaggle,Other
Other,2200000,5095.0,7.0,7.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,638000,1540.0,4.0,2.0,Terrace House,Kaggle,Other
Other,1100000,3754.0,5.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Other
Permas Jaya,338000,950.0,3.0,2.0,Condominium,Kaggle,Permas Jaya
Other,1900000,3800.0,6.0,6.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,2800000,2207.0,5.0,5.0,Condominium,Kaggle,Other
Johor Bahru,1880000,1540.0,5.0,5.0,Terrace House,Kaggle,Johor Bahru
Johor Bahru,699000,1540.0,4.0,3.0,Terrace House,Kaggle,Johor Bahru
Other,430000,980.0,3.0,2.0,Condominium,Kaggle,Other
Other,730000,1144.0,4.0,3.0,Terrace House,Kaggle,Other
Kulai,550000,1540.0,5.0,3.0,Terrace House,Kaggle,Kulai
Other,288000,1540.0,3.0,2.0,Low-Cost House,Kaggle,Other
Other,1200000,2066.0,4.0,4.0,Terrace House,Kaggle,Other
Other,480000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,580000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,370000,770.0,3.0,2.0,Terrace House,Kaggle,Other
Other,438000,2292.0,5.0,3.0,Low-Cost House,Kaggle,Other
Johor Jaya,608000,1540.0,4.0,2.0,Terrace House,Kaggle,Johor Jaya
Other,698000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,1680000,1540.0,5.0,4.0,Cluster House,Kaggle,Other
Other,288000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Johor Bahru,760000,1400.0,4.0,3.0,Terrace House,Kaggle,Johor Bahru
Other,468000,770.0,3.0,2.0,Low-Cost House,Kaggle,Other
Other,768000,1400.0,4.0,3.0,Terrace House,Kaggle,Other
Iskandar Puteri,1450000,3000.0,6.0,4.0,Terrace House,Kaggle,Iskandar Puteri
Other,1280000,2600.0,5.0,5.0,Terrace House,Kaggle,Other
Other,2300000,2929.0,6.0,6.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,490000,852.0,2.0,2.0,Condominium,Kaggle,Other
Skudai,788000,1540.0,5.0,4.0,Terrace House,Kaggle,Skudai
Other,1350000,1540.0,4.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,958000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,528000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,451000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Kulai,338000,775.0,3.0,2.0,Low-Cost House,Kaggle,Kulai
Other,430000,1010.0,2.0,2.0,Condominium,Kaggle,Other
Other,650000,1442.0,3.0,3.0,Town House,Kaggle,Other
Other,1880000,2731.0,4.0,4.0,Terrace House,Kaggle,Other
Other,1130000,1852.0,4.0,3.0,Terrace House,Kaggle,Other
Other,1200000,1852.0,4.0,3.0,Terrace House,Kaggle,Other
Other,1700000,2918.0,4.0,4.0,Terrace House,Kaggle,Other
Iskandar Puteri,950000,1540.0,4.0,3.0,Terrace House,Kaggle,Iskandar Puteri
Bukit Indah,838000,1540.0,4.0,3.0,Terrace House,Kaggle,Bukit Indah
Permas Jaya,228000,880.0,3.0,2.0,Condominium,Kaggle,Permas Jaya
Other,335000,906.0,3.0,2.0,Condominium,Kaggle,Other
Taman Molek,500000,1200.0,3.0,2.0,Condominium,Kaggle,Taman Molek
Johor Jaya,290000,816.0,2.0,1.0,Low-Cost House,Kaggle,Johor Jaya
Other,428000,888.0,3.0,2.0,Condominium,Kaggle,Other
Other,468000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,368000,818.0,3.0,2.0,Condominium,Kaggle,Other
Other,470000,1400.0,3.0,2.0,Terrace House,Kaggle,Other
Kulai,515000,1540.0,4.0,3.0,Terrace House,Kaggle,Kulai
Other,2680000,1540.0,7.0,6.0,Bungalow / Detached House,Kaggle,Other
Other,712000,872.0,2.0,2.0,Condominium,Kaggle,Other
Johor Bahru,880000,2242.0,5.0,4.0,Terrace House,Kaggle,Johor Bahru
Other,750000,1225.0,3.0,3.0,Condominium,Kaggle,Other
Other,680000,1540.0,3.0,3.0,Town House,Kaggle,Other
Other,410000,1080.0,3.0,2.0,Terrace House,Kaggle,Other
Other,768000,1800.0,4.0,3.0,Terrace House,Kaggle,Other
Bukit Indah,488000,1213.0,3.0,2.0,Condominium,Kaggle,Bukit Indah
Other,850000,3200.0,4.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Other
Permas Jaya,1179800,2210.0,4.0,4.0,Cluster House,Kaggle,Permas Jaya
Other,211000,850.0,3.0,2.0,Condominium,Kaggle,Other
Other,1599999,5000.0,6.0,5.0,Bungalow / Detached House,Kaggle,Other
Other,425000,1400.0,3.0,2.0,Terrace House,Kaggle,Other
Other,980000,1540.0,4.0,4.0,Terrace House,Kaggle,Other
Permas Jaya,388000,770.0,3.0,2.0,Low-Cost House,Kaggle,Permas Jaya
Johor Jaya,608000,1540.0,3.0,2.0,Terrace House,Kaggle,Johor Jaya
Other,748000,1920.0,5.0,2.0,Terrace House,Kaggle,Other
Pasir Gudang,318000,770.0,3.0,2.0,Low-Cost House,Kaggle,Pasir Gudang
Other,378000,770.0,3.0,2.0,Low-Cost House,Kaggle,Other
Other,980000,2800.0,5.0,4.0,Terrace House,Kaggle,Other
Other,465000,1350.0,5.0,3.0,Terrace House,Kaggle,Other
Other,535000,1400.0,3.0,3.0,Terrace House,Kaggle,Other
Other,486999,1300.0,3.0,3.0,Condominium,Kaggle,Other
Other,333000,810.0,2.0,2.0,Condominium,Kaggle,Other
Other,4800000,1540.0,6.0,6.0,Bungalow / Detached House,Kaggle,Other
Johor Jaya,1930000,4850.0,5.0,3.0,Bungalow / Detached House,Kaggle,Johor Jaya
Other,589000,882.0,2.0,2.0,Condominium,Kaggle,Other
Johor Bahru,1380000,3200.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Johor Bahru
Bukit Indah,828000,1540.0,4.0,3.0,Terrace House,Kaggle,Bukit Indah
Other,850000,1320.0,3.0,2.0,Condominium,Kaggle,Other
Other,678000,1167.0,2.0,2.0,Condominium,Kaggle,Other
Other,850000,1540.0,4.0,4.0,Terrace House,Kaggle,Other
Mount Austin,708000,1540.0,4.0,3.0,Terrace House,Kaggle,Mount Austin
Permas Jaya,595000,1540.0,3.0,2.0,Terrace House,Kaggle,Permas Jaya
Other,540000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Johor Bahru,888000,1540.0,4.0,4.0,Terrace House,Kaggle,Johor Bahru
Mount Austin,730000,1540.0,4.0,4.0,Terrace House,Kaggle,Mount Austin
Mount Austin,728000,1540.0,4.0,4.0,Terrace House,Kaggle,Mount Austin
Johor Jaya,730000,1540.0,4.0,3.0,Terrace House,Kaggle,Johor Jaya
Johor Bahru,728000,1540.0,4.0,3.0,Terrace House,Kaggle,Johor Bahru
Permas Jaya,850000,1540.0,4.0,3.0,Terrace House,Kaggle,Permas Jaya
Johor Jaya,560000,1540.0,3.0,2.0,Terrace House,Kaggle,Johor Jaya
Other,650000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,750000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,558000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,630000,1540.0,4.0,4.0,Terrace House,Kaggle,Other
Other,480000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Permas Jaya,290000,950.0,3.0,2.0,Condominium,Kaggle,Permas Jaya
Other,918000,1540.0,5.0,5.0,Cluster House,Kaggle,Other
Other,630000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,620000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,1050000,2700.0,6.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Other
Johor Jaya,1500000,3018.0,5.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Johor Jaya
Other,610000,904.0,2.0,2.0,Condominium,Kaggle,Other
Mount Austin,1580000,2240.0,5.0,4.0,Cluster House,Kaggle,Mount Austin
Johor Bahru,1100000,1540.0,6.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Johor Bahru
Other,308000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,258000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,268000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,318000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Bukit Indah,780000,1615.0,4.0,4.0,Condominium,Kaggle,Bukit Indah
Other,348000,810.0,2.0,2.0,Condominium,Kaggle,Other
Other,1250000,3200.0,5.0,5.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,528000,2308.0,4.0,2.0,Low-Cost House,Kaggle,Other
Other,335000,728.0,3.0,1.0,Low-Cost House,Kaggle,Other
Kulai,430000,1540.0,4.0,3.0,Terrace House,Kaggle,Kulai
Iskandar Puteri,1450000,1540.0,5.0,5.0,Terrace House,Kaggle,Iskandar Puteri
Other,850000,990.0,4.0,3.0,Terrace House,Kaggle,Other
Johor Bahru,438000,1108.0,4.0,2.0,Condominium,Kaggle,Johor Bahru
Other,360000,740.0,3.0,2.0,Condominium,Kaggle,Other
Other,1380000,3467.0,6.0,6.0,Terrace House,Kaggle,Other
Other,1150000,2100.0,5.0,3.0,Terrace House,Kaggle,Other
Other,1650000,3461.0,4.0,3.0,Terrace House,Kaggle,Other
Other,898000,1540.0,5.0,3.0,Terrace House,Kaggle,Other
Other,1290000,3931.0,7.0,6.0,Terrace House,Kaggle,Other
Other,2700000,4648.0,6.0,6.0,Bungalow / Detached House,Kaggle,Other
Other,408000,1001.0,3.0,2.0,Condominium,Kaggle,Other
Other,780000,802.0,2.0,2.0,Condominium,Kaggle,Other
Other,408000,867.0,2.0,2.0,Condominium,Kaggle,Other
Other,1170000,2475.0,5.0,3.0,Cluster House,Kaggle,Other
Other,2250000,3250.0,5.0,6.0,Condominium,Kaggle,Other
Skudai,660000,790.0,2.0,2.0,Condominium,Kaggle,Skudai
Johor Bahru,520000,1175.0,3.0,3.0,Condominium,Kaggle,Johor Bahru
Other,2000000,1540.0,5.0,5.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,2200000,1540.0,5.0,6.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,958000,1540.0,4.0,4.0,Terrace House,Kaggle,Other
Other,1400000,924.0,2.0,2.0,Condominium,Kaggle,Other
Other,1280000,1540.0,6.0,6.0,Terrace House,Kaggle,Other
Johor Bahru,325000,970.0,3.0,2.0,Condominium,Kaggle,Johor Bahru
Other,238000,815.0,3.0,2.0,Condominium,Kaggle,Other
Other,380000,1216.0,4.0,3.0,Condominium,Kaggle,Other
Other,2000000,3780.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Other
Mount Austin,1580000,3100.0,5.0,4.0,Cluster House,Kaggle,Mount Austin
Johor Bahru,938000,1540.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Johor Bahru
Mount Austin,1600000,1540.0,5.0,4.0,Cluster House,Kaggle,Mount Austin
Other,545000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,418000,1400.0,3.0,2.0,Terrace House,Kaggle,Other
Other,320000,958.0,3.0,2.0,Condominium,Kaggle,Other
Other,1950000,2269.0,5.0,4.0,Cluster House,Kaggle,Other
Other,2000000,6000.0,7.0,6.0,Bungalow / Detached House,Kaggle,Other
Johor Jaya,660000,1540.0,3.0,3.0,Terrace House,Kaggle,Johor Jaya
Other,338000,668.0,2.0,2.0,Condominium,Kaggle,Other
Other,450000,705.0,3.0,1.0,Condominium,Kaggle,Other
Other,450000,1800.0,5.0,3.0,Condominium,Kaggle,Other
Bukit Indah,1700000,3500.0,5.0,5.0,Link Bungalow / Semi-Detached,Kaggle,Bukit Indah
Other,1100000,2189.0,5.0,4.0,Terrace House,Kaggle,Other
Other,1687800,3088.0,6.0,6.0,Link Bungalow / Semi-Detached,Kaggle,Other
Permas Jaya,1300000,2210.0,4.0,4.0,Cluster House,Kaggle,Permas Jaya
Other,1790000,3360.0,3.0,5.0,Cluster House,Kaggle,Other
Bukit Indah,850000,1540.0,3.0,3.0,Terrace House,Kaggle,Bukit Indah
Other,1100000,1497.0,3.0,3.0,Condominium,Kaggle,Other
Other,1300000,3500.0,8.0,4.0,Bungalow / Detached House,Kaggle,Other
Other,425000,1585.0,4.0,3.0,Terrace House,Kaggle,Other
Johor Bahru,420000,1092.0,3.0,2.0,Condominium,Kaggle,Johor Bahru
Other,920000,2200.0,4.0,3.0,Terrace House,Kaggle,Other
Kulai,428000,1540.0,3.0,2.0,Terrace House,Kaggle,Kulai
Other,590000,1952.0,5.0,3.0,Terrace House,Kaggle,Other
Other,1680000,3175.0,5.0,3.0,Cluster House,Kaggle,Other
Other,769000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,765000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,675000,1400.0,4.0,3.0,Terrace House,Kaggle,Other
Other,350000,1044.0,3.0,2.0,Low-Cost House,Kaggle,Other
Johor Bahru,1700000,3840.0,7.0,6.0,Link Bungalow / Semi-Detached,Kaggle,Johor Bahru
Permas Jaya,368000,876.0,2.0,2.0,Condominium,Kaggle,Permas Jaya
Taman Molek,808000,3200.0,6.0,2.0,Terrace House,Kaggle,Taman Molek
Johor Jaya,340000,732.0,2.0,1.0,Low-Cost House,Kaggle,Johor Jaya
Johor Jaya,400000,1184.0,4.0,2.0,Terrace House,Kaggle,Johor Jaya
Bukit Indah,550000,1540.0,3.0,2.0,Terrace House,Kaggle,Bukit Indah
Other,600000,557.0,1.0,1.0,Condominium,Kaggle,Other
Other,455000,1650.0,4.0,3.0,Terrace House,Kaggle,Other
Mount Austin,780000,1400.0,4.0,3.0,Terrace House,Kaggle,Mount Austin
Other,950000,3200.0,4.0,4.0,Bungalow / Detached House,Kaggle,Other
Other,610000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,530000,1540.0,4.0,2.0,Terrace House,Kaggle,Other
Other,398000,969.0,3.0,2.0,Condominium,Kaggle,Other
Other,1050000,924.0,2.0,2.0,Condominium,Kaggle,Other
Other,640000,474.0,1.0,1.0,Condominium,Kaggle,Other
Other,310000,685.0,1.0,1.0,Condominium,Kaggle,Other
Johor Bahru,980000,1650.0,5.0,4.0,Terrace House,Kaggle,Johor Bahru
Other,580000,1566.0,4.0,2.0,Bungalow / Detached House,Kaggle,Other
Johor Bahru,480000,1035.0,3.0,2.0,Condominium,Kaggle,Johor Bahru
Other,700000,1540.0,4.0,3.0,Cluster House,Kaggle,Other
Johor Bahru,530000,1175.0,3.0,3.0,Condominium,Kaggle,Johor Bahru
Permas Jaya,890000,1540.0,4.0,3.0,Terrace House,Kaggle,Permas Jaya
Other,1500000,4004.0,3.0,2.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,590000,1216.0,3.0,3.0,Condominium,Kaggle,Other
Other,1050000,891.0,3.0,2.0,Condominium,Kaggle,Other
Other,367000,1100.0,3.0,2.0,Low-Cost House,Kaggle,Other
Other,358000,810.0,2.0,2.0,Condominium,Kaggle,Other
Other,390000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,700000,1475.0,3.0,2.0,Terrace House,Kaggle,Other
Johor Bahru,699000,1540.0,3.0,3.0,Terrace House,Kaggle,Johor Bahru
Other,430000,1097.0,3.0,2.0,Condominium,Kaggle,Other
Other,1450000,1540.0,5.0,5.0,Cluster House,Kaggle,Other
Bukit Indah,1400000,2210.0,5.0,5.0,Bungalow / Detached House,Kaggle,Bukit Indah
Bukit Indah,685000,1540.0,3.0,3.0,Terrace House,Kaggle,Bukit Indah
Other,2000000,4505.0,5.0,5.0,Bungalow / Detached House,Kaggle,Other
Other,720000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Johor Bahru,218000,753.0,3.0,2.0,Flat,Kaggle,Johor Bahru
Johor Jaya,530000,1540.0,3.0,2.0,Terrace House,Kaggle,Johor Jaya
Other,338000,900.0,3.0,2.0,Condominium,Kaggle,Other
Other,885000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,1480000,1540.0,6.0,6.0,Cluster House,Kaggle,Other
Other,1200000,1540.0,6.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,498000,1540.0,4.0,3.0,Town House,Kaggle,Other
Skudai,700000,1540.0,4.0,3.0,Terrace House,Kaggle,Skudai
Bukit Indah,480000,1045.0,3.0,2.0,Condominium,Kaggle,Bukit Indah
Johor Bahru,348000,756.0,2.0,1.0,Condominium,Kaggle,Johor Bahru
Other,1750000,2800.0,6.0,5.0,Link Bungalow / Semi-Detached,Kaggle,Other
Johor Bahru,525000,1540.0,3.0,2.0,Terrace House,Kaggle,Johor Bahru
Other,898000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,488000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,578000,1620.0,4.0,3.0,Terrace House,Kaggle,Other
Other,700000,3070.0,5.0,4.0,Terrace House,Kaggle,Other
Johor Bahru,638000,1540.0,3.0,2.0,Terrace House,Kaggle,Johor Bahru
Other,1450000,4000.0,5.0,5.0,Cluster House,Kaggle,Other
Johor Bahru,1850000,1540.0,4.0,5.0,Link Bungalow / Semi-Detached,Kaggle,Johor Bahru
Kulai,878000,1540.0,5.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Kulai
Other,628000,1540.0,4.0,2.0,Terrace House,Kaggle,Other
Other,838000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,458000,1050.0,3.0,2.0,Condominium,Kaggle,Other
Kulai,788000,1706.0,4.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Kulai
Other,588000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Mount Austin,1000000,1540.0,4.0,4.0,Terrace House,Kaggle,Mount Austin
Other,780000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,1600000,2223.0,6.0,4.0,Bungalow / Detached House,Kaggle,Other
Other,608000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,660000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,395000,973.0,3.0,2.0,Condominium,Kaggle,Other
Other,680000,1530.0,4.0,2.0,Condominium,Kaggle,Other
Johor Bahru,705000,900.0,2.0,1.0,Condominium,Kaggle,Johor Bahru
Other,665000,1200.0,3.0,2.0,Condominium,Kaggle,Other
Other,2800000,4200.0,6.0,4.0,Bungalow / Detached House,Kaggle,Other
Other,688000,1540.0,5.0,4.0,Cluster House,Kaggle,Other
Other,630000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,328000,1540.0,3.0,2.0,Low-Cost House,Kaggle,Other
Other,2380000,1540.0,9.0,7.0,Bungalow / Detached House,Kaggle,Other
Other,510000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,500000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,650000,2200.0,4.0,3.0,Terrace House,Kaggle,Other
Other,340000,1540.0,2.0,2.0,Low-Cost House,Kaggle,Other
Other,2000000,1540.0,6.0,7.0,Link Bungalow / Semi-Detached,Kaggle,Other
Johor Bahru,870000,2353.0,4.0,4.0,Terrace House,Kaggle,Johor Bahru
Skudai,638000,1540.0,4.0,3.0,Terrace House,Kaggle,Skudai
Other,668000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,1000000,1540.0,3.0,3.0,Terrace House,Kaggle,Other
Skudai,528000,1540.0,3.0,2.0,Terrace House,Kaggle,Skudai
Other,728000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,599000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,1200000,1540.0,4.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,620000,1540.0,5.0,3.0,Terrace House,Kaggle,Other
Other,568000,1540.0,5.0,3.0,Terrace House,Kaggle,Other
Other,1900000,1540.0,5.0,4.0,Bungalow / Detached House,Kaggle,Other
Other,568000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,618000,1540.0,4.0,4.0,Terrace House,Kaggle,Other
Pasir Gudang,398000,1540.0,3.0,2.0,Low-Cost House,Kaggle,Pasir Gudang
Bukit Indah,718000,1540.0,4.0,3.0,Terrace House,Kaggle,Bukit Indah
Johor Jaya,608000,1540.0,4.0,3.0,Terrace House,Kaggle,Johor Jaya
Other,438000,1305.0,3.0,2.0,Terrace House,Kaggle,Other
Other,1100000,1540.0,5.0,3.0,Cluster House,Kaggle,Other
Skudai,580000,1540.0,3.0,3.0,Terrace House,Kaggle,Skudai
Other,895000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Johor Bahru,1100000,1540.0,6.0,4.0,Terrace House,Kaggle,Johor Bahru
Other,500000,1540.0,4.0,2.0,Terrace House,Kaggle,Other
Other,1260000,1540.0,5.0,5.0,Terrace House,Kaggle,Other
Other,650000,1540.0,4.0,4.0,Terrace House,Kaggle,Other
Permas Jaya,890000,1540.0,5.0,3.0,Terrace House,Kaggle,Permas Jaya
Other,1468000,3824.0,6.0,6.0,Terrace House,Kaggle,Other
Other,450000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Iskandar Puteri,2350000,3275.0,6.0,6.0,Cluster House,Kaggle,Iskandar Puteri
Bukit Indah,1200000,1540.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Bukit Indah
Other,1000000,1540.0,6.0,7.0,Terrace House,Kaggle,Other
Other,628000,1540.0,4.0,3.0,Cluster House,Kaggle,Other
Other,518000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Mount Austin,1000000,1540.0,5.0,3.0,Terrace House,Kaggle,Mount Austin
Other,580000,1540.0,4.0,4.0,Terrace House,Kaggle,Other
Iskandar Puteri,1900000,1540.0,5.0,4.0,Terrace House,Kaggle,Iskandar Puteri
Other,648000,1540.0,4.0,4.0,Terrace House,Kaggle,Other
Other,548000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,830000,1540.0,5.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,768000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,878000,1540.0,4.0,4.0,Terrace House,Kaggle,Other
Other,318000,1540.0,3.0,2.0,Low-Cost House,Kaggle,Other
Other,378000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,495000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,575000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Mount Austin,345000,892.0,3.0,2.0,Condominium,Kaggle,Mount Austin
Other,1550000,1540.0,5.0,4.0,Cluster House,Kaggle,Other
Other,918000,1540.0,4.0,3.0,Cluster House,Kaggle,Other
Kulai,259000,1540.0,3.0,2.0,Low-Cost House,Kaggle,Kulai
Other,472000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,320000,1540.0,2.0,1.0,Low-Cost House,Kaggle,Other
Permas Jaya,2500000,4200.0,4.0,5.0,Link Bungalow / Semi-Detached,Kaggle,Permas Jaya
Other,388000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,388000,1540.0,4.0,3.0,Low-Cost House,Kaggle,Other
Johor Bahru,995000,2500.0,5.0,4.0,Terrace House,Kaggle,Johor Bahru
Other,858000,1540.0,4.0,4.0,Terrace House,Kaggle,Other
Other,468000,1409.0,4.0,3.0,Terrace House,Kaggle,Other
Other,528000,1540.0,3.0,3.0,Terrace House,Kaggle,Other
Other,999000,1540.0,5.0,4.0,Terrace House,Kaggle,Other
Other,1350000,1540.0,5.0,4.0,Terrace House,Kaggle,Other
Taman Molek,1250000,1540.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Taman Molek
Bukit Indah,570000,1540.0,3.0,2.0,Terrace House,Kaggle,Bukit Indah
Other,938000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,625000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Johor Bahru,900000,1540.0,5.0,3.0,Terrace House,Kaggle,Johor Bahru
Other,1300000,1540.0,5.0,3.0,Terrace House,Kaggle,Other
Other,1150000,1540.0,6.0,4.0,Bungalow / Detached House,Kaggle,Other
Other,780000,1540.0,4.0,4.0,Terrace House,Kaggle,Other
Johor Bahru,1600000,1540.0,5.0,5.0,Cluster House,Kaggle,Johor Bahru
Other,1780000,1540.0,6.0,4.0,Bungalow / Detached House,Kaggle,Other
Other,600000,1540.0,4.0,2.0,Terrace House,Kaggle,Other
Bukit Indah,658000,1540.0,4.0,3.0,Terrace House,Kaggle,Bukit Indah
Skudai,498000,1540.0,4.0,2.0,Terrace House,Kaggle,Skudai
Other,538000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,870000,1540.0,5.0,4.0,Terrace House,Kaggle,Other
Other,698000,2151.0,4.0,4.0,Terrace House,Kaggle,Other
Johor Bahru,2080000,1540.0,5.0,3.0,Bungalow / Detached House,Kaggle,Johor Bahru
Other,898000,1540.0,4.0,4.0,Terrace House,Kaggle,Other
Johor Bahru,555000,1540.0,3.0,2.0,Terrace House,Kaggle,Johor Bahru
Pasir Gudang,428000,1540.0,3.0,2.0,Terrace House,Kaggle,Pasir Gudang
Other,368000,1540.0,3.0,2.0,Low-Cost House,Kaggle,Other
Johor Bahru,1600000,1540.0,6.0,5.0,Terrace House,Kaggle,Johor Bahru
Other,1100000,1540.0,6.0,3.0,Terrace House,Kaggle,Other
Bukit Indah,750000,1540.0,3.0,2.0,Terrace House,Kaggle,Bukit Indah
Other,1680000,1540.0,4.0,3.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,293000,1540.0,3.0,2.0,Low-Cost House,Kaggle,Other
Other,675000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,730000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,960000,3200.0,5.0,5.0,Terrace House,Kaggle,Other
Other,528000,1540.0,3.0,2.0,Terrace House,Kaggle,Other
Other,2980000,6000.0,4.0,5.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,1150000,1540.0,5.0,5.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,420000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,1290000,4300.0,6.0,4.0,Link Bungalow / Semi-Detached,Kaggle,Other
Other,680000,1540.0,4.0,3.0,Terrace House,Kaggle,Other
Other,640000,1540.0,5.0,3.0,Terrace House,Kaggle,Other
Iskandar Puteri,1200000,1540.0,5.0,4.0,Cluster House,Kaggle,Iskandar Puteri
Other,680000,1540.0,4.0,4.0,Terrace House,Kaggle,Other
